payroll_id,employee_id,month,base_salary,bonus_amount,overtime_hours,overtime_pay,late_penalty,unpaid_leave_deduction,total_deductions,total_salary
PAY-000819,EMP-0058,2024-11,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000820,EMP-0058,2024-12,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000821,EMP-0058,2025-01,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000822,EMP-0058,2025-02,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000823,EMP-0058,2025-03,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000824,EMP-0058,2025-04,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000825,EMP-0058,2025-05,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000826,EMP-0058,2025-06,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000827,EMP-0058,2025-07,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000828,EMP-0058,2025-08,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000829,EMP-0058,2025-09,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000830,EMP-0058,2025-10,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000831,EMP-0058,2025-11,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000832,EMP-0058,2025-12,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000833,EMP-0058,2026-01,21600,0.0,6.27,1154.25,162.61,687.27,849.88,21904.37
PAY-000834,EMP-0059,2023-07,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000835,EMP-0059,2023-08,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000836,EMP-0059,2023-09,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000837,EMP-0059,2023-10,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000838,EMP-0059,2023-11,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000839,EMP-0059,2023-12,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000840,EMP-0059,2024-01,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000841,EMP-0059,2024-02,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000842,EMP-0059,2024-03,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000843,EMP-0059,2024-04,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000844,EMP-0059,2024-05,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000845,EMP-0059,2024-06,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000846,EMP-0059,2024-07,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000847,EMP-0059,2024-08,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000848,EMP-0059,2024-09,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000849,EMP-0059,2024-10,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000850,EMP-0059,2024-11,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000851,EMP-0059,2024-12,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000852,EMP-0059,2025-01,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000853,EMP-0059,2025-02,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000854,EMP-0059,2025-03,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000855,EMP-0059,2025-04,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000856,EMP-0059,2025-05,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000857,EMP-0059,2025-06,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000858,EMP-0059,2025-07,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000859,EMP-0059,2025-08,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000860,EMP-0059,2025-09,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000861,EMP-0059,2025-10,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000862,EMP-0059,2025-11,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000863,EMP-0059,2025-12,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000864,EMP-0059,2026-01,15000,0.0,6.55,837.36,61.72,893.42,955.14,14882.22
PAY-000865,EMP-0060,2025-05,19300,0.0,6.23,1024.76,230.28,1228.18,1458.46,18866.3
PAY-000866,EMP-0060,2025-06,19300,0.0,6.23,1024.76,230.28,1228.18,1458.46,18866.3
PAY-000867,EMP-0060,2025-07,19300,0.0,6.23,1024.76,230.28,1228.18,1458.46,18866.3
PAY-000868,EMP-0060,2025-08,19300,0.0,6.23,1024.76,230.28,1228.18,1458.46,18866.3
PAY-000869,EMP-0060,2025-09,19300,0.0,6.23,1024.76,230.28,1228.18,1458.46,18866.3
PAY-000870,EMP-0060,2025-10,19300,0.0,6.23,1024.76,230.28,1228.18,1458.46,18866.3
PAY-000871,EMP-0060,2025-11,19300,0.0,6.23,1024.76,230.28,1228.18,1458.46,18866.3
PAY-000872,EMP-0061,2025-06,15200,0.0,58.83,7621.16,107.95,575.76,683.71,22137.45
PAY-000873,EMP-0061,2025-07,15200,0.0,58.83,7621.16,107.95,575.76,683.71,22137.45
PAY-000874,EMP-0061,2025-08,15200,0.0,58.83,7621.16,107.95,575.76,683.71,22137.45
PAY-000875,EMP-0061,2025-09,15200,0.0,58.83,7621.16,107.95,575.76,683.71,22137.45
PAY-000876,EMP-0061,2025-10,15200,0.0,58.83,7621.16,107.95,575.76,683.71,22137.45
PAY-000877,EMP-0061,2025-11,15200,0.0,58.83,7621.16,107.95,575.76,683.71,22137.45
PAY-000878,EMP-0061,2025-12,15200,0.0,58.83,7621.16,107.95,575.76,683.71,22137.45
PAY-000879,EMP-0061,2026-01,15200,0.0,58.83,7621.16,107.95,575.76,683.71,22137.45
PAY-000880,EMP-0062,2025-06,15100,0.0,6.5,836.51,157.29,571.97,729.26,15207.25
PAY-000881,EMP-0062,2025-07,15100,0.0,6.5,836.51,157.29,571.97,729.26,15207.25
PAY-000882,EMP-0062,2025-08,15100,0.0,6.5,836.51,157.29,571.97,729.26,15207.25
PAY-000883,EMP-0062,2025-09,15100,0.0,6.5,836.51,157.29,571.97,729.26,15207.25
PAY-000884,EMP-0062,2025-10,15100,0.0,6.5,836.51,157.29,571.97,729.26,15207.25
PAY-000885,EMP-0062,2025-11,15100,0.0,6.5,836.51,157.29,571.97,729.26,15207.25
PAY-000886,EMP-0062,2025-12,15100,0.0,6.5,836.51,157.29,571.97,729.26,15207.25
PAY-000887,EMP-0062,2026-01,15100,0.0,6.5,836.51,157.29,571.97,729.26,15207.25
PAY-000888,EMP-0063,2023-05,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000889,EMP-0063,2023-06,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000890,EMP-0063,2023-07,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000891,EMP-0063,2023-08,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000892,EMP-0063,2023-09,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000893,EMP-0063,2023-10,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000894,EMP-0063,2023-11,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000895,EMP-0063,2023-12,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000896,EMP-0063,2024-01,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000897,EMP-0063,2024-02,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000898,EMP-0063,2024-03,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000899,EMP-0063,2024-04,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000900,EMP-0063,2024-05,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000901,EMP-0063,2024-06,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000902,EMP-0063,2024-07,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000903,EMP-0063,2024-08,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000904,EMP-0063,2024-09,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000905,EMP-0063,2024-10,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000906,EMP-0063,2024-11,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000907,EMP-0063,2024-12,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000908,EMP-0063,2025-01,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000909,EMP-0063,2025-02,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000910,EMP-0063,2025-03,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000911,EMP-0063,2025-04,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000912,EMP-0063,2025-05,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000913,EMP-0063,2025-06,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000914,EMP-0063,2025-07,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000915,EMP-0063,2025-08,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000916,EMP-0063,2025-09,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000917,EMP-0063,2025-10,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000918,EMP-0063,2025-11,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000919,EMP-0063,2025-12,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000920,EMP-0063,2026-01,20300,0.0,5.23,904.85,215.8,1458.5,1674.3,19530.55
PAY-000921,EMP-0064,2023-10,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000922,EMP-0064,2023-11,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000923,EMP-0064,2023-12,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000924,EMP-0064,2024-01,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000925,EMP-0064,2024-02,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000926,EMP-0064,2024-03,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000927,EMP-0064,2024-04,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000928,EMP-0064,2024-05,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000929,EMP-0064,2024-06,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000930,EMP-0064,2024-07,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000931,EMP-0064,2024-08,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000932,EMP-0064,2024-09,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000933,EMP-0064,2024-10,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000934,EMP-0064,2024-11,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000935,EMP-0064,2024-12,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000936,EMP-0064,2025-01,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000937,EMP-0064,2025-02,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000938,EMP-0064,2025-03,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000939,EMP-0064,2025-04,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000940,EMP-0064,2025-05,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000941,EMP-0064,2025-06,37300,0.0,55.22,17554.31,365.58,2204.09,2569.67,52284.64
PAY-000942,EMP-0065,2024-01,8700,0.0,5.76,427.09,137.31,439.39,576.7,8550.39
PAY-000943,EMP-0065,2024-02,8700,0.0,5.76,427.09,137.31,439.39,576.7,8550.39
PAY-000944,EMP-0065,2024-03,8700,0.0,5.76,427.09,137.31,439.39,576.7,8550.39
PAY-000945,EMP-0065,2024-04,8700,0.0,5.76,427.09,137.31,439.39,576.7,8550.39
PAY-000946,EMP-0065,2024-05,8700,0.0,5.76,427.09,137.31,439.39,576.7,8550.39
PAY-000947,EMP-0065,2024-06,8700,0.0,5.76,427.09,137.31,439.39,576.7,8550.39
PAY-000948,EMP-0065,2024-07,8700,0.0,5.76,427.09,137.31,439.39,576.7,8550.39
PAY-000949,EMP-0065,2024-08,8700,0.0,5.76,427.09,137.31,439.39,576.7,8550.39
PAY-000950,EMP-0065,2024-09,8700,0.0,5.76,427.09,137.31,439.39,576.7,8550.39
PAY-000951,EMP-0065,2024-10,8700,0.0,5.76,427.09,137.31,439.39,576.7,8550.39
PAY-000952,EMP-0066,2024-07,15600,0.0,7.41,985.19,11.08,531.82,542.9,16042.29
PAY-000953,EMP-0066,2024-08,15600,0.0,7.41,985.19,11.08,531.82,542.9,16042.29
PAY-000954,EMP-0066,2024-09,15600,0.0,7.41,985.19,11.08,531.82,542.9,16042.29
PAY-000955,EMP-0066,2024-10,15600,0.0,7.41,985.19,11.08,531.82,542.9,16042.29
PAY-000956,EMP-0066,2024-11,15600,0.0,7.41,985.19,11.08,531.82,542.9,16042.29
PAY-000957,EMP-0067,2023-07,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000958,EMP-0067,2023-08,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000959,EMP-0067,2023-09,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000960,EMP-0067,2023-10,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000961,EMP-0067,2023-11,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000962,EMP-0067,2023-12,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000963,EMP-0067,2024-01,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000964,EMP-0067,2024-02,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000965,EMP-0067,2024-03,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000966,EMP-0067,2024-04,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000967,EMP-0067,2024-05,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000968,EMP-0067,2024-06,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000969,EMP-0067,2024-07,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000970,EMP-0067,2024-08,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000971,EMP-0067,2024-09,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000972,EMP-0067,2024-10,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000973,EMP-0067,2024-11,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000974,EMP-0067,2024-12,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000975,EMP-0067,2025-01,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000976,EMP-0067,2025-02,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000977,EMP-0067,2025-03,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000978,EMP-0067,2025-04,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000979,EMP-0067,2025-05,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000980,EMP-0067,2025-06,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000981,EMP-0067,2025-07,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000982,EMP-0067,2025-08,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000983,EMP-0067,2025-09,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000984,EMP-0067,2025-10,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000985,EMP-0067,2025-11,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000986,EMP-0067,2025-12,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000987,EMP-0067,2026-01,12900,0.0,6.66,732.22,44.23,606.58,650.81,12981.41
PAY-000988,EMP-0068,2025-01,9000,0.0,5.36,411.14,127.84,954.55,1082.39,8328.75
PAY-000989,EMP-0068,2025-02,9000,0.0,5.36,411.14,127.84,954.55,1082.39,8328.75
PAY-000990,EMP-0068,2025-03,9000,0.0,5.36,411.14,127.84,954.55,1082.39,8328.75
PAY-000991,EMP-0068,2025-04,9000,0.0,5.36,411.14,127.84,954.55,1082.39,8328.75
PAY-000992,EMP-0068,2025-05,9000,0.0,5.36,411.14,127.84,954.55,1082.39,8328.75
PAY-000993,EMP-0069,2024-11,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-000994,EMP-0069,2024-12,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-000995,EMP-0069,2025-01,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-000996,EMP-0069,2025-02,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-000997,EMP-0069,2025-03,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-000998,EMP-0069,2025-04,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-000999,EMP-0069,2025-05,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-001000,EMP-0069,2025-06,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-001001,EMP-0069,2025-07,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-001002,EMP-0069,2025-08,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-001003,EMP-0069,2025-09,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-001004,EMP-0069,2025-10,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-001005,EMP-0069,2025-11,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-001006,EMP-0069,2025-12,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-001007,EMP-0069,2026-01,18300,0.0,7.34,1144.79,67.99,575.87,643.86,18800.93
PAY-001008,EMP-0070,2025-06,8900,0.0,6.98,529.45,75.85,606.82,682.67,8746.78
PAY-001009,EMP-0070,2025-07,8900,0.0,6.98,529.45,75.85,606.82,682.67,8746.78
PAY-001010,EMP-0070,2025-08,8900,0.0,6.98,529.45,75.85,606.82,682.67,8746.78
PAY-001011,EMP-0070,2025-09,8900,0.0,6.98,529.45,75.85,606.82,682.67,8746.78
PAY-001012,EMP-0070,2025-10,8900,0.0,6.98,529.45,75.85,606.82,682.67,8746.78
PAY-001013,EMP-0070,2025-11,8900,0.0,6.98,529.45,75.85,606.82,682.67,8746.78
PAY-001014,EMP-0070,2025-12,8900,0.0,6.98,529.45,75.85,606.82,682.67,8746.78
PAY-001015,EMP-0070,2026-01,8900,0.0,6.98,529.45,75.85,606.82,682.67,8746.78
PAY-001016,EMP-0071,2024-08,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001017,EMP-0071,2024-09,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001018,EMP-0071,2024-10,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001019,EMP-0071,2024-11,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001020,EMP-0071,2024-12,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001021,EMP-0071,2025-01,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001022,EMP-0071,2025-02,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001023,EMP-0071,2025-03,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001024,EMP-0071,2025-04,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001025,EMP-0071,2025-05,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001026,EMP-0071,2025-06,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001027,EMP-0071,2025-07,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001028,EMP-0071,2025-08,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001029,EMP-0071,2025-09,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001030,EMP-0071,2025-10,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001031,EMP-0071,2025-11,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001032,EMP-0071,2025-12,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001033,EMP-0071,2026-01,18400,0.0,57.02,8941.77,202.56,522.73,725.29,26616.48
PAY-001034,EMP-0072,2025-02,11900,0.0,4.32,438.14,146.5,540.91,687.41,11650.73
PAY-001035,EMP-0072,2025-03,11900,0.0,4.32,438.14,146.5,540.91,687.41,11650.73
PAY-001036,EMP-0072,2025-04,11900,0.0,4.32,438.14,146.5,540.91,687.41,11650.73
PAY-001037,EMP-0072,2025-05,11900,0.0,4.32,438.14,146.5,540.91,687.41,11650.73
PAY-001038,EMP-0073,2023-03,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001039,EMP-0073,2023-04,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001040,EMP-0073,2023-05,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001041,EMP-0073,2023-06,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001042,EMP-0073,2023-07,26000,1560.0,54.62,12103.3,98.48,1826.45,1924.93,37738.37
PAY-001043,EMP-0073,2023-08,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001044,EMP-0073,2023-09,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001045,EMP-0073,2023-10,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001046,EMP-0073,2023-11,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001047,EMP-0073,2023-12,26000,1560.0,54.62,12103.3,98.48,1826.45,1924.93,37738.37
PAY-001048,EMP-0073,2024-01,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001049,EMP-0073,2024-02,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001050,EMP-0073,2024-03,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001051,EMP-0073,2024-04,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001052,EMP-0073,2024-05,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001053,EMP-0073,2024-06,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001054,EMP-0073,2024-07,26000,1560.0,54.62,12103.3,98.48,1826.45,1924.93,37738.37
PAY-001055,EMP-0073,2024-08,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001056,EMP-0073,2024-09,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001057,EMP-0073,2024-10,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001058,EMP-0073,2024-11,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001059,EMP-0073,2024-12,26000,1560.0,54.62,12103.3,98.48,1826.45,1924.93,37738.37
PAY-001060,EMP-0073,2025-01,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001061,EMP-0073,2025-02,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001062,EMP-0073,2025-03,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001063,EMP-0073,2025-04,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001064,EMP-0073,2025-05,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001065,EMP-0073,2025-06,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001066,EMP-0073,2025-07,26000,1560.0,54.62,12103.3,98.48,1826.45,1924.93,37738.37
PAY-001067,EMP-0073,2025-08,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001068,EMP-0073,2025-09,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001069,EMP-0073,2025-10,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001070,EMP-0073,2025-11,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001071,EMP-0073,2025-12,26000,1560.0,54.62,12103.3,98.48,1826.45,1924.93,37738.37
PAY-001072,EMP-0073,2026-01,26000,0.0,54.62,12103.3,98.48,1826.45,1924.93,36178.37
PAY-001073,EMP-0074,2025-06,21200,0.0,5.79,1046.15,200.76,1927.27,2128.03,20118.12
PAY-001074,EMP-0074,2025-07,21200,0.0,5.79,1046.15,200.76,1927.27,2128.03,20118.12
PAY-001075,EMP-0074,2025-08,21200,0.0,5.79,1046.15,200.76,1927.27,2128.03,20118.12
PAY-001076,EMP-0074,2025-09,21200,0.0,5.79,1046.15,200.76,1927.27,2128.03,20118.12
PAY-001077,EMP-0074,2025-10,21200,0.0,5.79,1046.15,200.76,1927.27,2128.03,20118.12
PAY-001078,EMP-0074,2025-11,21200,0.0,5.79,1046.15,200.76,1927.27,2128.03,20118.12
PAY-001079,EMP-0074,2025-12,21200,0.0,5.79,1046.15,200.76,1927.27,2128.03,20118.12
PAY-001080,EMP-0074,2026-01,21200,0.0,5.79,1046.15,200.76,1927.27,2128.03,20118.12
PAY-001081,EMP-0075,2025-02,20300,0.0,6.58,1138.41,86.51,1107.27,1193.78,20244.63
PAY-001082,EMP-0075,2025-03,20300,0.0,6.58,1138.41,86.51,1107.27,1193.78,20244.63
PAY-001083,EMP-0075,2025-04,20300,0.0,6.58,1138.41,86.51,1107.27,1193.78,20244.63
PAY-001084,EMP-0075,2025-05,20300,0.0,6.58,1138.41,86.51,1107.27,1193.78,20244.63
