employee_id,current_role_id,target_role_id,weighted_skill_gap,skill_match_pct,chain_readiness,role_similarity,tenure_years,total_working_years,latest_eval_score,courses_completed,role_fit_score,suitability_label
EMP-0023,4,15,2.15,20.0,100.0,0.5,2.33,14,54.9,2,77.5,0
EMP-0023,4,16,2.33,0.0,0.0,0.5,2.33,14,54.9,2,77.5,0
EMP-0023,4,17,2.4,0.0,0.0,0.5,2.33,14,54.9,2,77.5,0
EMP-0023,4,18,3.6,0.0,14.3,0.5,2.33,14,54.9,2,77.5,0
EMP-0023,4,19,2.99,0.0,11.1,0.5,2.33,14,54.9,2,77.5,0
EMP-0023,4,20,2.25,0.0,0.0,0.5,2.33,14,54.9,2,77.5,0
EMP-0023,4,21,3.65,0.0,25.0,0.5,2.33,14,54.9,2,77.5,0
EMP-0023,4,22,2.5,0.0,0.0,0.5,2.33,14,54.9,2,77.5,0
EMP-0026,20,1,1.2,16.7,66.7,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,2,2.9,0.0,33.3,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,3,1.6,0.0,50.0,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,4,1.55,0.0,57.1,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,5,3.3,0.0,40.0,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,6,2.55,0.0,0.0,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,7,1.55,16.7,0.0,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,8,2.35,0.0,0.0,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,9,3.14,0.0,10.0,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,10,2.65,0.0,16.7,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,11,2.0,0.0,0.0,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,12,3.35,0.0,14.3,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,13,2.25,0.0,0.0,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,14,3.4,0.0,16.7,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,15,2.5,0.0,50.0,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,16,2.45,0.0,20.0,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,17,2.3,0.0,0.0,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,18,3.55,0.0,14.3,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,19,2.84,0.0,11.1,0.5,0.56,4,49.7,0,45.8,0
EMP-0026,20,21,2.85,0.0,50.0,1.0,0.56,4,49.7,0,45.8,0
EMP-0026,20,22,2.05,25.0,100.0,0.5,0.56,4,49.7,0,45.8,0
EMP-0027,4,1,0.0,100.0,100.0,1.0,1.98,15,47.4,2,80.0,1
EMP-0027,4,2,1.85,11.1,88.9,1.0,1.98,15,47.4,2,80.0,0
EMP-0027,4,3,0.75,42.9,100.0,1.0,1.98,15,47.4,2,80.0,0
EMP-0027,4,5,2.58,0.0,100.0,1.0,1.98,15,47.4,2,80.0,0
EMP-0027,4,6,1.75,12.5,75.0,1.0,1.98,15,47.4,2,80.0,0
EMP-0027,4,7,1.3,50.0,0.0,1.0,1.98,15,47.4,2,80.0,0
EMP-0027,4,8,1.45,14.3,60.0,0.5,1.98,15,47.4,2,80.0,0
EMP-0027,4,9,2.35,0.0,80.0,0.5,1.98,15,47.4,2,80.0,0
EMP-0027,4,10,2.35,14.3,66.7,0.5,1.98,15,47.4,2,80.0,0
EMP-0027,4,11,1.7,20.0,0.0,0.5,1.98,15,47.4,2,80.0,0
EMP-0027,4,12,3.15,0.0,57.1,0.5,1.98,15,47.4,2,80.0,0
EMP-0027,4,13,2.0,0.0,100.0,0.5,1.98,15,47.4,2,80.0,0
EMP-0027,4,14,3.0,0.0,66.7,0.5,1.98,15,47.4,2,80.0,0
EMP-0027,4,15,2.35,20.0,50.0,0.5,1.98,15,47.4,2,80.0,0
EMP-0027,4,16,2.21,14.3,60.0,0.5,1.98,15,47.4,2,80.0,0
EMP-0027,4,17,2.3,0.0,0.0,0.5,1.98,15,47.4,2,80.0,0
EMP-0027,4,18,3.35,0.0,57.1,0.5,1.98,15,47.4,2,80.0,0
EMP-0027,4,19,2.72,0.0,66.7,0.5,1.98,15,47.4,2,80.0,0
EMP-0027,4,20,2.0,0.0,50.0,0.5,1.98,15,47.4,2,80.0,0
EMP-0027,4,21,3.35,0.0,75.0,0.5,1.98,15,47.4,2,80.0,0
EMP-0027,4,22,2.2,0.0,0.0,0.5,1.98,15,47.4,2,80.0,0
EMP-0029,12,1,1.45,16.7,33.3,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,2,3.0,11.1,55.6,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,3,1.05,28.6,50.0,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,4,1.85,0.0,14.3,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,5,3.27,0.0,50.0,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,6,2.55,0.0,0.0,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,7,1.4,33.3,0.0,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,8,1.55,28.6,60.0,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,9,2.54,0.0,70.0,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,10,2.15,0.0,66.7,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,11,0.85,20.0,100.0,1.0,1.82,2,54.0,4,45.8,0
EMP-0029,12,13,2.15,0.0,66.7,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,14,2.85,0.0,66.7,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,15,2.3,0.0,50.0,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,16,2.18,0.0,60.0,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,17,2.05,20.0,0.0,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,18,2.65,0.0,85.7,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,19,2.22,0.0,88.9,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,20,1.75,0.0,50.0,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,21,3.15,0.0,75.0,0.5,1.82,2,54.0,4,45.8,0
EMP-0029,12,22,1.9,0.0,0.0,0.5,1.82,2,54.0,4,45.8,0
EMP-0031,16,1,1.55,33.3,0.0,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,2,3.1,0.0,44.4,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,3,0.8,57.1,50.0,0.5,2.97,3,58.5,3,80.0,1
EMP-0031,16,4,1.7,20.0,28.6,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,5,3.34,0.0,60.0,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,6,1.7,0.0,100.0,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,7,1.0,50.0,100.0,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,8,0.75,42.9,80.0,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,9,1.75,0.0,90.0,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,10,1.1,28.6,83.3,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,11,1.65,0.0,0.0,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,12,3.0,0.0,71.4,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,13,1.95,16.7,66.7,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,14,3.05,0.0,83.3,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,15,2.45,0.0,0.0,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,17,0.75,40.0,100.0,1.0,2.97,3,58.5,3,80.0,0
EMP-0031,16,18,3.3,0.0,71.4,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,19,2.17,11.1,77.8,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,20,1.75,0.0,50.0,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,21,2.95,0.0,75.0,0.5,2.97,3,58.5,3,80.0,0
EMP-0031,16,22,1.9,0.0,0.0,0.5,2.97,3,58.5,3,80.0,0
EMP-0033,7,1,1.1,33.3,66.7,1.0,1.38,11,52.0,0,82.5,0
EMP-0033,7,2,2.75,0.0,66.7,1.0,1.38,11,52.0,0,82.5,0
EMP-0033,7,3,1.2,42.9,50.0,1.0,1.38,11,52.0,0,82.5,0
EMP-0033,7,4,1.75,10.0,42.9,1.0,1.38,11,52.0,0,82.5,0
EMP-0033,7,5,3.17,0.0,70.0,1.0,1.38,11,52.0,0,82.5,0
EMP-0033,7,6,2.35,0.0,25.0,1.0,1.38,11,52.0,0,82.5,0
EMP-0033,7,8,2.0,28.6,20.0,0.5,1.38,11,52.0,0,82.5,0
EMP-0033,7,9,2.89,0.0,40.0,0.5,1.38,11,52.0,0,82.5,0
EMP-0033,7,10,2.45,0.0,33.3,0.5,1.38,11,52.0,0,82.5,0
EMP-0033,7,11,1.65,0.0,0.0,0.5,1.38,11,52.0,0,82.5,0
EMP-0033,7,12,2.95,0.0,71.4,0.5,1.38,11,52.0,0,82.5,0
EMP-0033,7,13,2.15,0.0,0.0,0.5,1.38,11,52.0,0,82.5,0
EMP-0033,7,14,3.05,0.0,50.0,0.5,1.38,11,52.0,0,82.5,0
EMP-0033,7,15,2.15,0.0,50.0,0.5,1.38,11,52.0,0,82.5,0
EMP-0033,7,16,2.45,0.0,20.0,0.5,1.38,11,52.0,0,82.5,0
EMP-0033,7,17,2.2,20.0,0.0,0.5,1.38,11,52.0,0,82.5,0
EMP-0033,7,18,3.05,0.0,71.4,0.5,1.38,11,52.0,0,82.5,0
EMP-0033,7,19,2.42,0.0,55.6,0.5,1.38,11,52.0,0,82.5,0
EMP-0033,7,20,1.75,0.0,50.0,0.5,1.38,11,52.0,0,82.5,0
EMP-0033,7,21,3.15,0.0,75.0,0.5,1.38,11,52.0,0,82.5,0
EMP-0033,7,22,1.7,0.0,0.0,0.5,1.38,11,52.0,0,82.5,0
EMP-0034,16,1,1.65,16.7,0.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,2,3.15,0.0,44.4,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,3,1.15,0.0,50.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,4,1.95,0.0,0.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,5,3.41,0.0,40.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,6,2.55,0.0,0.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,7,1.4,33.3,0.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,8,1.55,0.0,80.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,9,2.52,0.0,70.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,10,2.05,0.0,83.3,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,11,1.85,0.0,0.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,12,3.15,0.0,85.7,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,13,1.7,0.0,100.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,14,2.75,0.0,100.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,15,2.65,0.0,0.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,17,1.5,0.0,100.0,1.0,0.65,1,35.8,2,42.5,0
EMP-0034,16,18,3.0,0.0,100.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,19,2.47,0.0,88.9,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,20,2.0,0.0,50.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,21,3.25,0.0,75.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0034,16,22,2.2,0.0,0.0,0.5,0.65,1,35.8,2,42.5,0
EMP-0035,4,1,0.5,66.7,100.0,1.0,0.93,1,61.8,1,75.0,1
EMP-0035,4,2,2.3,0.0,88.9,1.0,0.93,1,61.8,1,75.0,0
EMP-0035,4,3,0.55,57.1,100.0,1.0,0.93,1,61.8,1,75.0,1
EMP-0035,4,5,2.65,0.0,100.0,1.0,0.93,1,61.8,1,75.0,0
EMP-0035,4,6,1.9,0.0,75.0,1.0,0.93,1,61.8,1,75.0,0
EMP-0035,4,7,1.3,50.0,0.0,1.0,0.93,1,61.8,1,75.0,0
EMP-0035,4,8,1.5,14.3,40.0,0.5,0.93,1,61.8,1,75.0,0
EMP-0035,4,9,2.47,0.0,60.0,0.5,0.93,1,61.8,1,75.0,0
EMP-0035,4,10,2.35,14.3,50.0,0.5,0.93,1,61.8,1,75.0,0
EMP-0035,4,11,1.85,0.0,0.0,0.5,0.93,1,61.8,1,75.0,0
EMP-0035,4,12,3.15,0.0,71.4,0.5,0.93,1,61.8,1,75.0,0
EMP-0035,4,13,2.25,0.0,33.3,0.5,0.93,1,61.8,1,75.0,0
EMP-0035,4,14,3.2,0.0,50.0,0.5,0.93,1,61.8,1,75.0,0
EMP-0035,4,15,2.35,20.0,50.0,0.5,0.93,1,61.8,1,75.0,0
EMP-0035,4,16,2.21,14.3,40.0,0.5,0.93,1,61.8,1,75.0,0
EMP-0035,4,17,2.3,0.0,0.0,0.5,0.93,1,61.8,1,75.0,0
EMP-0035,4,18,3.2,0.0,71.4,0.5,0.93,1,61.8,1,75.0,0
EMP-0035,4,19,2.45,0.0,77.8,0.5,0.93,1,61.8,1,75.0,0
EMP-0035,4,20,2.0,0.0,50.0,0.5,0.93,1,61.8,1,75.0,0
EMP-0035,4,21,3.35,0.0,75.0,0.5,0.93,1,61.8,1,75.0,0
EMP-0035,4,22,2.2,0.0,0.0,0.5,0.93,1,61.8,1,75.0,0
EMP-0037,8,1,1.2,16.7,66.7,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,2,2.8,11.1,66.7,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,3,1.0,14.3,100.0,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,4,1.15,20.0,57.1,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,5,3.13,0.0,70.0,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,6,2.55,0.0,0.0,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,7,1.4,33.3,0.0,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,9,1.82,0.0,100.0,1.0,1.55,7,41.6,0,64.2,0
EMP-0037,8,10,1.75,28.6,100.0,1.0,1.55,7,41.6,0,64.2,0
EMP-0037,8,11,1.85,0.0,0.0,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,12,3.05,0.0,57.1,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,13,2.05,16.7,66.7,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,14,3.2,0.0,50.0,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,15,2.5,0.0,50.0,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,16,1.91,28.6,60.0,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,17,2.3,0.0,0.0,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,18,3.35,0.0,57.1,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,19,2.52,0.0,66.7,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,20,2.0,0.0,50.0,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,21,3.35,0.0,75.0,0.5,1.55,7,41.6,0,64.2,0
EMP-0037,8,22,2.2,0.0,0.0,0.5,1.55,7,41.6,0,64.2,0
EMP-0038,4,1,0.45,66.7,100.0,1.0,1.8,6,53.9,2,72.5,1
EMP-0038,4,2,2.05,0.0,88.9,1.0,1.8,6,53.9,2,72.5,0
EMP-0038,4,3,0.7,42.9,100.0,1.0,1.8,6,53.9,2,72.5,0
EMP-0038,4,5,2.66,0.0,100.0,1.0,1.8,6,53.9,2,72.5,0
EMP-0038,4,6,2.1,0.0,75.0,1.0,1.8,6,53.9,2,72.5,0
EMP-0038,4,7,1.3,50.0,0.0,1.0,1.8,6,53.9,2,72.5,0
EMP-0038,4,8,1.25,28.6,60.0,0.5,1.8,6,53.9,2,72.5,0
EMP-0038,4,9,2.2,0.0,80.0,0.5,1.8,6,53.9,2,72.5,0
EMP-0038,4,10,2.35,14.3,66.7,0.5,1.8,6,53.9,2,72.5,0
EMP-0038,4,11,1.15,20.0,100.0,0.5,1.8,6,53.9,2,72.5,0
EMP-0038,4,12,2.8,0.0,85.7,0.5,1.8,6,53.9,2,72.5,0
EMP-0038,4,13,1.8,0.0,100.0,0.5,1.8,6,53.9,2,72.5,0
EMP-0038,4,14,2.9,0.0,66.7,0.5,1.8,6,53.9,2,72.5,0
EMP-0038,4,15,2.5,0.0,50.0,0.5,1.8,6,53.9,2,72.5,0
EMP-0038,4,16,2.21,14.3,60.0,0.5,1.8,6,53.9,2,72.5,0
EMP-0038,4,17,2.3,0.0,0.0,0.5,1.8,6,53.9,2,72.5,0
EMP-0038,4,18,3.0,0.0,85.7,0.5,1.8,6,53.9,2,72.5,0
EMP-0038,4,19,2.57,0.0,77.8,0.5,1.8,6,53.9,2,72.5,0
EMP-0038,4,20,2.0,0.0,50.0,0.5,1.8,6,53.9,2,72.5,0
EMP-0038,4,21,3.35,0.0,75.0,0.5,1.8,6,53.9,2,72.5,0
EMP-0038,4,22,2.2,0.0,0.0,0.5,1.8,6,53.9,2,72.5,0
EMP-0039,8,1,1.55,33.3,0.0,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,2,3.15,0.0,11.1,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,3,0.85,42.9,50.0,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,4,1.7,20.0,28.6,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,5,3.53,0.0,30.0,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,6,2.1,0.0,75.0,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,7,1.3,50.0,0.0,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,9,2.3,0.0,60.0,1.0,1.4,6,47.4,0,57.5,0
EMP-0039,8,10,2.05,14.3,83.3,1.0,1.4,6,47.4,0,57.5,0
EMP-0039,8,11,1.45,0.0,100.0,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,12,3.0,0.0,28.6,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,13,2.15,0.0,66.7,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,14,3.4,0.0,16.7,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,15,2.65,0.0,0.0,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,16,2.06,14.3,60.0,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,17,2.3,0.0,0.0,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,18,3.55,0.0,14.3,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,19,2.74,0.0,33.3,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,20,2.0,0.0,50.0,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,21,3.45,0.0,25.0,0.5,1.4,6,47.4,0,57.5,0
EMP-0039,8,22,2.2,0.0,0.0,0.5,1.4,6,47.4,0,57.5,0
EMP-0040,11,1,1.55,33.3,0.0,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,2,3.15,0.0,22.2,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,3,1.65,14.3,0.0,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,4,2.0,10.0,28.6,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,5,3.53,0.0,40.0,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,6,1.9,12.5,100.0,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,7,1.45,33.3,0.0,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,8,2.35,0.0,0.0,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,9,3.14,0.0,20.0,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,10,2.65,0.0,16.7,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,12,3.0,0.0,42.9,1.0,0.54,1,45.6,0,46.7,0
EMP-0040,11,13,1.85,0.0,33.3,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,14,3.2,0.0,50.0,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,15,2.65,0.0,0.0,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,16,2.45,0.0,20.0,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,17,2.2,0.0,0.0,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,18,3.55,0.0,28.6,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,19,2.84,0.0,22.2,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,20,2.0,0.0,50.0,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,21,3.45,0.0,50.0,0.5,0.54,1,45.6,0,46.7,0
EMP-0040,11,22,2.2,0.0,0.0,0.5,0.54,1,45.6,0,46.7,0
EMP-0042,17,1,1.2,16.7,66.7,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,2,2.85,0.0,66.7,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,3,1.75,0.0,50.0,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,4,1.65,0.0,57.1,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,5,3.15,0.0,70.0,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,6,2.55,0.0,0.0,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,7,1.55,16.7,0.0,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,8,2.3,14.3,0.0,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,9,3.09,0.0,30.0,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,10,1.95,0.0,33.3,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,11,1.25,40.0,0.0,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,12,2.85,0.0,85.7,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,13,2.05,16.7,0.0,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,14,2.9,0.0,83.3,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,15,2.1,20.0,50.0,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,16,1.7,0.0,60.0,1.0,1.83,2,49.9,0,60.8,0
EMP-0042,17,18,3.1,0.0,85.7,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,19,2.27,0.0,66.7,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,20,1.5,25.0,50.0,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,21,2.95,0.0,75.0,0.5,1.83,2,49.9,0,60.8,0
EMP-0042,17,22,1.6,25.0,0.0,0.5,1.83,2,49.9,0,60.8,0
EMP-0043,19,1,1.45,16.7,33.3,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,2,3.05,0.0,66.7,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,3,1.5,14.3,50.0,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,4,2.0,0.0,28.6,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,5,3.41,0.0,60.0,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,6,2.3,0.0,25.0,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,7,0.85,33.3,100.0,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,8,1.75,0.0,80.0,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,9,2.49,0.0,90.0,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,10,2.2,0.0,83.3,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,11,1.85,0.0,0.0,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,12,3.0,0.0,85.7,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,13,1.9,0.0,100.0,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,14,2.9,0.0,83.3,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,15,2.3,0.0,100.0,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,16,2.15,0.0,60.0,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,17,2.15,0.0,0.0,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,18,3.05,0.0,85.7,1.0,0.64,17,58.0,0,34.8,0
EMP-0043,19,20,1.8,0.0,50.0,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,21,3.15,0.0,75.0,0.5,0.64,17,58.0,0,34.8,0
EMP-0043,19,22,2.2,0.0,0.0,0.5,0.64,17,58.0,0,34.8,0
EMP-0044,17,1,1.65,16.7,0.0,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,2,3.15,0.0,44.4,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,3,1.45,14.3,50.0,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,4,2.1,0.0,0.0,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,5,3.41,0.0,40.0,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,6,2.55,0.0,0.0,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,7,1.4,33.3,0.0,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,8,2.15,14.3,20.0,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,9,2.99,0.0,40.0,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,10,1.85,0.0,33.3,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,11,1.1,60.0,0.0,0.5,1.56,4,47.4,2,60.8,1
EMP-0044,17,12,2.85,0.0,71.4,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,13,2.05,16.7,0.0,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,14,2.9,0.0,83.3,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,15,2.25,20.0,0.0,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,16,1.7,0.0,60.0,1.0,1.56,4,47.4,2,60.8,0
EMP-0044,17,18,3.25,0.0,71.4,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,19,2.32,0.0,55.6,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,20,1.5,25.0,50.0,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,21,2.95,0.0,75.0,0.5,1.56,4,47.4,2,60.8,0
EMP-0044,17,22,1.6,25.0,0.0,0.5,1.56,4,47.4,2,60.8,0
EMP-0046,4,1,0.25,66.7,100.0,1.0,0.88,12,56.0,0,65.0,1
EMP-0046,4,2,1.9,0.0,55.6,1.0,0.88,12,56.0,0,65.0,0
EMP-0046,4,3,1.1,14.3,100.0,1.0,0.88,12,56.0,0,65.0,0
EMP-0046,4,5,2.79,0.0,60.0,1.0,0.88,12,56.0,0,65.0,0
EMP-0046,4,6,1.9,0.0,75.0,1.0,0.88,12,56.0,0,65.0,0
EMP-0046,4,7,1.4,33.3,0.0,1.0,0.88,12,56.0,0,65.0,0
EMP-0046,4,8,1.9,0.0,40.0,0.5,0.88,12,56.0,0,65.0,0
